GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
310M300US20020,20020,"Dothan, AL Metro Area",147790,*****,107429,236,35046,244,587,116,1005,71,22,33,903,227,2798,244,187,67,2611,243
310M300US20060,20060,"Douglas, GA Micro Area",43048,*****,29078,477,12066,288,69,61,312,125,0,27,1120,481,403,300,11,16,392,296
310M300US20100,20100,"Dover, DE Metro Area",173145,*****,115731,680,43090,732,1066,192,3484,434,89,84,2373,584,7312,821,493,178,6819,794
310M300US20140,20140,"Dublin, GA Micro Area",57251,*****,34730,468,20799,163,37,33,539,27,7,13,631,462,508,170,91,72,417,143
310M300US20180,20180,"DuBois, PA Micro Area",80539,*****,76678,146,2211,120,157,46,464,72,0,24,216,85,813,140,231,71,582,130
310M300US20220,20220,"Dubuque, IA Metro Area",96571,*****,90019,200,2791,239,133,124,1209,111,357,17,379,183,1683,281,76,51,1607,278
310M300US20260,20260,"Duluth, MN-WI Metro Area",279205,*****,257199,252,4287,297,6334,421,2839,172,82,30,796,220,7668,559,290,104,7378,550
310M300US20300,20300,"Dumas, TX Micro Area",22016,*****,16845,602,936,208,149,92,1735,76,0,25,1811,585,540,256,156,121,384,210
310M300US20340,20340,"Duncan, OK Micro Area",44293,*****,37197,222,794,99,2348,231,297,47,16,15,1504,220,2137,300,172,121,1965,284
310M300US20380,20380,"Dunn, NC Micro Area",128753,*****,86860,801,27243,542,1177,171,1402,222,222,88,7200,875,4649,665,691,286,3958,602
310M300US20420,20420,"Durango, CO Micro Area",54469,*****,48299,406,274,65,3227,327,346,109,27,26,1016,292,1280,286,168,78,1112,271
310M300US20460,20460,"Durant, OK Micro Area",45068,*****,33619,173,834,70,6923,297,214,45,32,36,939,162,2507,299,45,32,2462,301
310M300US20500,20500,"Durham-Chapel Hill, NC Metro Area",550281,*****,340654,1589,147728,1114,1913,257,26252,533,212,117,17903,1668,15619,1182,2279,515,13340,1036
310M300US20540,20540,"Dyersburg, TN Micro Area",37751,*****,31107,198,5131,265,150,58,269,38,41,51,260,188,793,274,76,75,717,267
310M300US20580,20580,"Eagle Pass, TX Micro Area",57471,*****,53649,738,212,174,743,245,253,243,32,40,2294,657,288,175,167,138,121,116
310M300US20660,20660,"Easton, MD Micro Area",37461,*****,31137,249,4342,275,32,27,534,55,31,46,378,233,1007,276,119,123,888,273
310M300US20700,20700,"East Stroudsburg, PA Metro Area",167306,*****,128746,1088,23629,794,720,249,3788,385,31,43,5254,1039,5138,821,1122,522,4016,781
310M300US20740,20740,"Eau Claire, WI Metro Area",165833,*****,154926,266,1708,214,599,175,4425,328,413,313,262,94,3500,391,208,140,3292,368
310M300US20780,20780,"Edwards, CO Micro Area",53726,*****,47748,940,461,92,230,127,468,145,47,50,3866,952,906,333,134,136,772,283
310M300US20820,20820,"Effingham, IL Micro Area",34164,*****,33234,114,190,71,34,26,81,52,7,12,252,112,366,103,3,5,363,104
310M300US20900,20900,"El Campo, TX Micro Area",41430,*****,33717,426,5917,222,28,31,38,45,0,28,1364,374,366,199,142,142,224,145
310M300US20940,20940,"El Centro, CA Metro Area",179957,*****,117188,3030,4785,454,1979,478,2584,224,261,100,44841,2736,8319,1228,3836,776,4483,894
310M300US20980,20980,"El Dorado, AR Micro Area",40022,*****,25808,160,13087,113,384,112,217,76,0,24,150,111,376,153,23,23,353,150
310M300US21020,21020,"Elizabeth City, NC Micro Area",63388,*****,41666,216,19081,424,95,51,909,119,137,95,287,118,1213,379,34,35,1179,382
310M300US21060,21060,"Elizabethtown-Fort Knox, KY Metro Area",150253,*****,125150,566,13908,580,516,127,2416,247,326,69,1723,496,6214,738,255,121,5959,716
310M300US21120,21120,"Elk City, OK Micro Area",22971,*****,19126,309,772,107,342,175,216,59,17,22,1110,351,1388,293,133,136,1255,281
310M300US21140,21140,"Elkhart-Goshen, IN Metro Area",202924,*****,177691,1087,11148,554,313,110,2091,206,135,65,5277,1025,6269,754,964,313,5305,710
310M300US21180,21180,"Elkins, WV Micro Area",29152,*****,28195,52,559,114,87,82,150,19,0,21,63,50,98,60,5,8,93,60
310M300US21220,21220,"Elko, NV Micro Area",54105,168,47449,537,509,132,2951,125,523,144,121,29,1577,524,975,310,79,58,896,307
310M300US21260,21260,"Ellensburg, WA Micro Area",43726,*****,38906,329,478,100,287,129,831,145,87,69,1668,334,1469,245,24,22,1445,239
310M300US21300,21300,"Elmira, NY Metro Area",86883,*****,76688,195,5222,406,392,128,1388,135,10,13,446,149,2737,409,202,155,2535,396
310M300US21340,21340,"El Paso, TX Metro Area",838527,*****,679882,4779,28778,889,5734,809,9628,587,979,484,94325,4513,19201,1540,5799,938,13402,1275
310M300US21380,21380,"Emporia, KS Micro Area",33302,*****,29484,419,728,118,182,178,706,159,0,22,692,253,1510,315,152,99,1358,287
310M300US21420,21420,"Enid, OK Metro Area",62421,*****,51170,656,1969,216,1280,274,487,120,1753,22,2736,681,3026,433,165,84,2861,417
310M300US21460,21460,"Enterprise, AL Micro Area",51073,*****,38956,325,8834,275,542,79,659,110,0,27,440,307,1642,358,9,11,1633,360
310M300US21500,21500,"Erie, PA Metro Area",277794,*****,242063,629,19850,758,734,133,4487,244,59,48,2601,565,8000,758,922,227,7078,731
310M300US21540,21540,"Escanaba, MI Micro Area",36395,*****,34166,76,96,41,702,146,132,44,16,16,61,43,1222,163,101,64,1121,149
310M300US21580,21580,"Española, NM Micro Area",39455,*****,22085,1125,228,69,6232,314,161,31,4,5,9731,1113,1014,270,531,183,483,173
310M300US21640,21640,"Eufaula, AL-GA Micro Area",28341,154,13109,290,13674,218,54,44,271,162,4,7,978,243,251,86,18,21,233,83
310M300US21660,21660,"Eugene, OR Metro Area",363471,*****,318753,1244,4149,349,3822,500,9324,553,877,139,8507,1225,18039,969,1241,300,16798,946
310M300US21700,21700,"Eureka-Arcata-Fortuna, CA Micro Area",135490,*****,109346,823,1609,281,7042,667,3926,296,418,192,5318,934,7831,706,580,231,7251,658
310M300US21740,21740,"Evanston, WY Micro Area",20758,*****,19516,332,29,27,211,106,25,28,0,22,330,318,647,191,0,22,647,191
310M300US21780,21780,"Evansville, IN-KY Metro Area",315263,*****,279418,577,21329,564,557,189,4056,193,275,52,2474,569,7154,607,572,231,6582,568
310M300US21820,21820,"Fairbanks, AK Metro Area",100031,*****,76189,585,4251,341,6847,689,3132,351,535,165,1015,376,8062,824,147,93,7915,793
310M300US21840,21840,"Fairfield, IA Micro Area",17945,*****,14939,122,1052,668,1,4,930,493,0,15,358,222,665,395,0,15,665,395
310M300US21860,21860,"Fairmont, MN Micro Area",20084,*****,19492,114,64,46,14,14,185,94,5,8,123,112,201,96,4,7,197,95
310M300US21900,21900,"Fairmont, WV Micro Area",56575,*****,53123,195,2024,119,70,80,377,53,0,27,175,170,806,171,25,32,781,178
310M300US21980,21980,"Fallon, NV Micro Area",24022,*****,20327,232,606,70,1058,114,586,130,51,47,407,218,987,182,111,78,876,170
310M300US22020,22020,"Fargo, ND-MN Metro Area",232660,*****,207843,584,8977,501,2561,313,5707,464,66,67,1378,439,6128,798,353,134,5775,805
310M300US22060,22060,"Faribault-Northfield, MN Micro Area",65251,*****,57383,405,3076,150,253,62,1435,117,27,28,1877,414,1200,305,205,121,995,294
310M300US22100,22100,"Farmington, MO Micro Area",66248,*****,61724,134,2883,155,203,90,359,13,0,26,119,102,960,186,115,69,845,175
310M300US22140,22140,"Farmington, NM Metro Area",128221,*****,66819,862,721,198,50052,603,770,96,75,57,6049,744,3735,607,582,203,3153,564
310M300US22180,22180,"Fayetteville, NC Metro Area",385337,*****,193751,1259,139222,1253,8958,528,9024,477,924,169,11166,1188,22292,1432,1769,409,20523,1365
310M300US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",514166,*****,431079,1800,12450,467,6399,572,15143,462,6089,502,27700,1757,15306,1106,1793,512,13513,1046
310M300US22260,22260,"Fergus Falls, MN Micro Area",57790,*****,55043,141,835,102,226,53,363,70,6,6,513,145,804,131,15,8,789,130
310M300US22280,22280,"Fernley, NV Micro Area",52303,*****,44910,699,545,112,1248,231,571,176,109,78,2777,628,2143,382,164,113,1979,349
310M300US22300,22300,"Findlay, OH Micro Area",75508,*****,69923,390,1087,171,48,43,1375,126,0,27,1113,291,1962,360,373,237,1589,361
310M300US22340,22340,"Fitzgerald, GA Micro Area",17272,*****,10369,196,6257,167,0,20,27,44,8,12,501,218,110,84,25,31,85,78
310M300US22380,22380,"Flagstaff, AZ Metro Area",138639,*****,88147,779,1986,241,36850,681,2590,244,196,45,3915,671,4955,658,594,238,4361,640
310M300US22420,22420,"Flint, MI Metro Area",410881,*****,307679,603,82289,1188,1595,315,4288,293,168,95,2037,405,12825,1264,716,280,12109,1251
310M300US22500,22500,"Florence, SC Metro Area",206109,*****,113538,407,86243,582,508,145,2105,174,84,43,657,342,2974,578,84,67,2890,588
310M300US22520,22520,"Florence-Muscle Shoals, AL Metro Area",147025,*****,123771,276,18038,336,743,199,900,115,42,36,895,244,2636,393,285,147,2351,339
310M300US22540,22540,"Fond du Lac, WI Metro Area",102082,*****,95044,502,1247,242,496,92,1424,249,12,9,2028,513,1831,290,220,116,1611,291
310M300US22580,22580,"Forest City, NC Micro Area",66523,*****,57266,436,6735,314,324,87,306,59,12,14,956,427,924,314,60,56,864,307
310M300US22620,22620,"Forrest City, AR Micro Area",26688,*****,11016,93,14826,212,88,57,140,42,0,21,332,121,286,155,78,60,208,146
310M300US22660,22660,"Fort Collins, CO Metro Area",330976,*****,302008,1108,3053,265,2130,317,6797,466,299,61,6251,936,10438,924,1493,397,8945,833
310M300US22700,22700,"Fort Dodge, IA Micro Area",36945,*****,33959,118,1727,126,118,36,487,15,6,6,153,77,495,141,38,37,457,135
310M300US22780,22780,"Fort Leonard Wood, MO Micro Area",53132,*****,39842,432,6620,375,498,159,1384,282,187,123,1803,386,2798,454,237,140,2561,466
310M300US22800,22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",59856,*****,57017,153,1011,149,96,68,297,45,0,27,197,98,1238,181,128,69,1110,177
310M300US22820,22820,"Fort Morgan, CO Micro Area",28123,*****,24601,684,867,101,110,54,152,55,30,33,1114,462,1249,425,584,296,665,384
310M300US22840,22840,"Fort Payne, AL Micro Area",71194,*****,61415,886,1040,122,963,297,208,80,640,556,5198,1022,1730,356,372,267,1358,283
310M300US22860,22860,"Fort Polk South, LA Micro Area",51906,*****,39538,303,7603,260,773,95,962,171,233,25,1088,299,1709,257,211,112,1498,224
310M300US22900,22900,"Fort Smith, AR-OK Metro Area",280705,*****,219245,1236,11379,463,15969,627,7134,336,98,63,10292,1208,16588,1014,965,363,15623,900
310M300US23060,23060,"Fort Wayne, IN Metro Area",429060,*****,351535,1207,42465,895,880,215,13223,432,151,80,6945,1155,13861,1132,1307,393,12554,1087
310M300US23140,23140,"Frankfort, IN Micro Area",32455,*****,30811,302,296,127,63,47,90,36,37,39,839,252,319,112,59,37,260,103
310M300US23180,23180,"Frankfort, KY Micro Area",71986,*****,62338,212,5504,372,143,82,1074,152,9,17,865,266,2053,400,369,179,1684,367
310M300US23240,23240,"Fredericksburg, TX Micro Area",25939,*****,24031,472,34,49,631,443,31,43,0,25,293,182,919,357,39,38,880,353
310M300US23300,23300,"Freeport, IL Micro Area",45839,*****,39361,241,4371,270,62,41,354,51,0,23,268,204,1423,307,43,37,1380,311
310M300US23340,23340,"Fremont, NE Micro Area",36576,*****,34443,364,365,158,325,151,225,103,62,57,541,309,615,187,49,58,566,177
310M300US23380,23380,"Fremont, OH Micro Area",59559,*****,53524,448,1695,216,138,65,191,55,17,27,2419,425,1575,281,203,77,1372,257
310M300US23420,23420,"Fresno, CA Metro Area",971616,*****,617322,5611,47715,870,9784,1025,97966,1090,1947,425,158359,5110,38523,2560,9855,1311,28668,1963
310M300US23460,23460,"Gadsden, AL Metro Area",103132,*****,83436,382,16039,247,729,236,706,118,71,64,631,296,1520,314,91,83,1429,300
310M300US23500,23500,"Gaffney, SC Micro Area",56549,*****,42369,356,11252,316,106,72,356,52,29,41,1126,366,1311,331,104,73,1207,323
310M300US23540,23540,"Gainesville, FL Metro Area",277056,*****,196485,681,53410,814,888,116,15282,378,169,34,2348,485,8474,987,961,224,7513,936
310M300US23580,23580,"Gainesville, GA Metro Area",192865,*****,162214,1614,14421,405,510,178,3328,203,32,34,8460,1474,3900,641,679,282,3221,563
310M300US23620,23620,"Gainesville, TX Micro Area",39064,*****,35827,237,982,179,284,97,337,34,60,76,469,114,1105,268,44,47,1061,265
310M300US23660,23660,"Galesburg, IL Micro Area",51374,*****,44276,239,4569,165,176,206,538,35,0,26,987,324,828,137,70,48,758,129
310M300US23700,23700,"Gallup, NM Micro Area",72849,*****,11841,707,397,52,55150,563,713,89,32,18,2137,549,2579,541,418,197,2161,506
310M300US23780,23780,"Garden City, KS Micro Area",41028,*****,31829,692,841,164,370,205,1473,158,0,22,5098,749,1417,409,311,198,1106,353
310M300US23820,23820,"Gardnerville Ranchos, NV Micro Area",47632,*****,42035,424,288,62,961,157,708,175,145,92,1972,375,1523,247,167,86,1356,257
310M300US23860,23860,"Georgetown, SC Micro Area",61065,*****,39133,265,19204,384,73,57,230,99,15,22,1267,299,1143,404,216,170,927,357
310M300US23900,23900,"Gettysburg, PA Metro Area",101589,*****,93849,495,1469,165,52,30,727,96,0,24,3223,523,2269,352,631,270,1638,220
310M300US23940,23940,"Gillette, WY Micro Area",48116,*****,45527,323,143,79,607,327,229,116,0,25,224,126,1386,304,185,148,1201,251
310M300US23980,23980,"Glasgow, KY Micro Area",53408,*****,50039,169,1765,180,113,82,256,127,0,27,196,121,1039,249,99,86,940,212
310M300US24020,24020,"Glens Falls, NY Metro Area",126884,*****,120428,184,2849,219,280,100,987,96,33,52,580,124,1727,252,173,74,1554,241
310M300US24060,24060,"Glenwood Springs, CO Micro Area",75692,*****,67129,1070,507,211,597,298,713,199,6,13,5012,1148,1728,405,203,152,1525,364
310M300US24100,24100,"Gloversville, NY Micro Area",53955,*****,51110,197,998,190,149,105,388,71,14,18,471,163,825,216,43,36,782,207
310M300US24140,24140,"Goldsboro, NC Metro Area",124496,*****,75921,986,37887,660,318,94,1479,185,28,44,4433,1011,4430,708,515,294,3915,591
310M300US24220,24220,"Grand Forks, ND-MN Metro Area",101694,*****,90836,315,2970,235,2143,233,2052,152,104,79,1006,332,2583,396,190,142,2393,377
310M300US24260,24260,"Grand Island, NE Metro Area",84596,*****,77046,771,1495,234,438,117,785,116,169,161,3507,738,1156,241,144,83,1012,223
310M300US24300,24300,"Grand Junction, CO Metro Area",148798,*****,139913,590,1096,159,1136,292,1067,175,223,98,1867,404,3496,524,550,341,2946,352
310M300US24330,24330,"Grand Rapids, MN Micro Area",45237,*****,42065,88,192,50,1664,158,189,39,5,7,80,39,1042,164,63,58,979,158
310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",1039182,*****,880197,1971,67306,1536,4028,540,26384,658,217,92,28560,2154,32490,1900,4611,715,27879,1672
310M300US24380,24380,"Grants, NM Micro Area",27049,*****,12330,516,323,62,11251,264,130,73,0,22,2399,541,616,178,134,77,482,177
310M300US24420,24420,"Grants Pass, OR Metro Area",84514,*****,77880,660,334,48,1225,432,547,167,5,8,1625,623,2898,445,188,142,2710,440
310M300US24460,24460,"Great Bend, KS Micro Area",27067,*****,25091,363,373,145,206,125,48,36,76,94,702,358,571,129,20,22,551,129
310M300US24500,24500,"Great Falls, MT Metro Area",81816,*****,72375,295,1097,176,3830,315,734,150,75,45,632,256,3073,426,106,75,2967,428
310M300US24540,24540,"Greeley, CO Metro Area",285729,*****,253742,1473,3199,324,2070,359,3880,291,259,67,14835,1466,7744,631,1971,370,5773,532
310M300US24580,24580,"Green Bay, WI Metro Area",315847,*****,275706,1188,6126,530,6594,460,8216,367,19,18,10231,1193,8955,851,1346,497,7609,726
310M300US24620,24620,"Greeneville, TN Micro Area",68520,*****,64874,236,1635,214,181,130,252,141,0,29,537,261,1041,308,155,150,886,280
310M300US24640,24640,"Greenfield Town, MA Micro Area",70926,*****,66356,206,1023,136,138,60,1133,150,63,82,466,139,1747,201,276,111,1471,179
310M300US24660,24660,"Greensboro-High Point, NC Metro Area",751590,*****,480759,1619,200455,1512,3323,464,26870,496,426,163,23376,1968,16381,1284,1972,601,14409,1137
310M300US24700,24700,"Greensburg, IN Micro Area",26480,*****,25436,204,177,35,93,104,419,21,0,21,106,108,249,149,92,134,157,56
310M300US24740,24740,"Greenville, MS Micro Area",48002,*****,12442,113,34492,116,55,39,311,62,0,27,317,136,385,144,119,98,266,108
310M300US24780,24780,"Greenville, NC Metro Area",176484,*****,101847,850,61105,652,432,109,3056,284,61,48,5933,871,4050,685,207,118,3843,661
310M300US24820,24820,"Greenville, OH Micro Area",51919,*****,50608,90,407,91,112,29,180,79,0,27,138,89,474,139,4,6,470,139
310M300US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",872463,*****,678280,1484,145409,1317,2180,459,15157,572,620,158,13234,1411,17583,1329,2375,534,15208,1194
310M300US24900,24900,"Greenwood, MS Micro Area",40334,*****,13987,212,25477,264,7,12,285,84,0,27,268,205,310,248,14,22,296,245
310M300US24940,24940,"Greenwood, SC Micro Area",94769,*****,62025,520,28974,468,53,43,719,160,0,29,1114,500,1884,430,164,114,1720,424
310M300US24980,24980,"Grenada, MS Micro Area",21379,*****,11842,88,9250,180,63,91,0,24,0,24,14,14,210,141,0,24,210,141
310M300US25020,25020,"Guayama, PR Metro Area",78896,*****,49600,1761,19566,1411,73,86,95,88,12,19,8725,1126,825,330,217,103,608,319
310M300US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",388082,*****,279242,882,83862,845,1771,358,9140,495,100,107,4711,788,9256,1011,815,315,8441,982
310M300US25100,25100,"Guymon, OK Micro Area",21409,*****,13132,695,864,124,121,62,637,10,17,20,5955,676,683,186,165,125,518,172
310M300US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",261156,*****,221414,671,24047,855,427,171,3858,264,162,120,2800,714,8448,788,513,202,7935,780
310M300US25200,25200,"Hailey, ID Micro Area",27765,114,26008,450,64,55,35,39,256,107,95,92,856,406,451,137,52,43,399,124
310M300US25220,25220,"Hammond, LA Metro Area",128850,*****,86555,281,37995,524,354,104,961,114,12,19,391,203,2582,533,165,146,2417,529
310M300US25260,25260,"Hanford-Corcoran, CA Metro Area",150183,*****,99117,1999,9597,455,2259,302,5694,434,367,61,26842,1975,6307,872,1179,336,5128,731
310M300US25300,25300,"Hannibal, MO Micro Area",38911,*****,36050,144,1654,262,98,78,254,75,39,42,53,52,763,198,0,23,763,198
310M300US25420,25420,"Harrisburg-Carlisle, PA Metro Area",565008,*****,457882,1268,60705,1017,865,202,20586,630,78,43,9969,1177,14923,965,1634,502,13289,842
310M300US25460,25460,"Harrison, AR Micro Area",45110,*****,43388,101,144,58,517,150,231,96,32,47,15,13,783,182,29,29,754,179
310M300US25500,25500,"Harrisonburg, VA Metro Area",131717,*****,117008,798,5723,521,293,168,2724,219,97,83,1773,506,4099,704,541,303,3558,678
310M300US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1213123,*****,924335,2807,135050,1458,2905,561,57120,878,284,132,56483,2530,36946,1839,8928,1110,28018,1686
310M300US25580,25580,"Hastings, NE Micro Area",31564,*****,29445,317,227,71,105,75,442,79,12,14,757,310,576,119,58,82,518,113
310M300US25620,25620,"Hattiesburg, MS Metro Area",148399,*****,100687,337,42386,477,223,115,1513,153,9,15,967,346,2614,575,151,94,2463,564
310M300US25700,25700,"Hays, KS Micro Area",28877,*****,27354,231,269,79,53,47,404,157,25,33,119,98,653,233,61,106,592,234
310M300US25720,25720,"Heber, UT Micro Area",29306,*****,28022,270,26,33,34,52,382,135,0,21,280,203,562,183,30,43,532,193
310M300US25740,25740,"Helena, MT Micro Area",77915,*****,73203,183,226,89,1468,258,464,90,45,30,361,153,2148,294,116,84,2032,293
310M300US25760,25760,"Helena-West Helena, AR Micro Area",19518,*****,7073,29,12250,109,2,5,10,15,0,18,7,11,176,111,46,61,130,95
310M300US25780,25780,"Henderson, NC Micro Area",44420,*****,19550,550,22210,274,777,440,238,54,16,25,868,411,761,334,109,114,652,278
310M300US25820,25820,"Hereford, TX Micro Area",18947,*****,16544,542,221,128,115,85,94,16,22,36,1142,370,809,336,96,59,713,336
310M300US25840,25840,"Hermiston-Pendleton, OR Micro Area",87889,*****,75126,1013,630,128,2595,428,672,162,163,55,4790,865,3913,397,533,190,3380,384
310M300US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",364044,*****,303961,1018,24150,651,1335,184,10597,187,167,138,17547,1167,6287,732,417,173,5870,691
310M300US25880,25880,"Hillsdale, MI Micro Area",45909,*****,44512,71,346,62,172,56,170,37,0,21,68,41,641,107,43,37,598,94
310M300US25900,25900,"Hilo, HI Micro Area",196325,*****,66492,928,1212,208,719,219,43642,1792,25664,1186,2355,605,56241,2113,1109,322,55132,2086
310M300US25940,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",206781,*****,148043,1277,45149,615,438,223,2404,228,90,74,6434,1210,4223,709,510,348,3713,615
310M300US25980,25980,"Hinesville, GA Metro Area",79977,*****,40627,643,29814,624,345,100,1536,246,358,82,3073,643,4224,621,549,200,3675,591
310M300US26020,26020,"Hobbs, NM Micro Area",69505,*****,61283,751,2624,286,586,155,31,28,36,41,3386,673,1559,395,378,166,1181,368
310M300US26090,26090,"Holland, MI Micro Area",114145,*****,107713,339,1593,269,559,155,634,162,22,33,1043,299,2581,388,527,193,2054,310
310M300US26140,26140,"Homosassa Springs, FL Metro Area",141373,*****,131599,356,4165,284,499,103,2354,119,7,14,631,314,2118,341,236,126,1882,292
310M300US26220,26220,"Hood River, OR Micro Area",22938,*****,20049,556,27,33,159,101,429,106,7,11,1605,538,662,193,151,107,511,152
310M300US26260,26260,"Hope, AR Micro Area",30682,*****,18641,430,9415,268,62,49,141,148,81,133,1684,419,658,236,3,5,655,234
310M300US26300,26300,"Hot Springs, AR Metro Area",97994,*****,83955,587,8001,354,758,257,498,241,8,17,2383,682,2391,531,93,74,2298,539
310M300US26340,26340,"Houghton, MI Micro Area",38469,*****,36041,76,314,68,121,53,1061,108,15,16,124,80,793,129,47,51,746,122
310M300US26380,26380,"Houma-Thibodaux, LA Metro Area",211179,*****,157625,748,34618,592,8647,470,1785,230,80,92,3390,676,5034,799,146,108,4888,777
310M300US26420,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6636208,*****,4359111,10794,1141697,3598,27167,2104,495899,2400,3899,410,454129,10282,154306,5333,33350,2532,120956,4387
310M300US26460,26460,"Hudson, NY Micro Area",61481,*****,55110,237,2779,225,21,13,1065,154,15,23,788,241,1703,271,105,66,1598,265
310M300US26500,26500,"Huntingdon, PA Micro Area",45686,*****,41966,106,2446,145,30,16,235,46,9,12,171,63,829,141,136,62,693,131
310M300US26540,26540,"Huntington, IN Micro Area",36520,*****,35247,105,318,69,97,50,300,27,0,24,247,113,311,86,22,21,289,88
310M300US26580,26580,"Huntington-Ashland, WV-KY-OH Metro Area",360603,*****,342099,428,8321,309,390,160,2311,241,52,58,1020,355,6410,440,194,92,6216,429
310M300US26620,26620,"Huntsville, AL Metro Area",444908,*****,316908,879,97374,875,2896,364,10199,545,403,81,4674,852,12454,1080,758,291,11696,1011
310M300US26660,26660,"Huntsville, TX Micro Area",85299,*****,64262,542,17604,194,315,125,927,120,10,17,909,515,1272,363,109,66,1163,353
310M300US26700,26700,"Huron, SD Micro Area",18163,*****,15571,299,72,81,262,20,1687,101,5,8,467,283,99,121,50,98,49,66
310M300US26740,26740,"Hutchinson, KS Micro Area",63360,*****,58394,248,1791,172,439,119,355,59,35,29,605,201,1741,196,162,84,1579,186
310M300US26780,26780,"Hutchinson, MN Micro Area",35816,*****,34129,253,118,75,62,83,214,47,0,18,683,238,610,147,36,61,574,140
310M300US26820,26820,"Idaho Falls, ID Metro Area",140427,*****,125970,810,634,212,489,167,1036,168,241,86,8358,841,3699,520,856,289,2843,427
310M300US26860,26860,"Indiana, PA Micro Area",86551,*****,81886,123,2001,156,181,65,941,126,11,19,170,84,1361,242,68,36,1293,243
310M300US26900,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1989032,*****,1538077,2260,296651,2176,4113,590,57466,1011,542,265,43791,2719,48392,2464,4889,753,43503,2395
310M300US26940,26940,"Indianola, MS Micro Area",26915,*****,6715,72,19911,118,72,75,37,66,0,24,76,70,104,73,11,15,93,69
310M300US26960,26960,"Ionia, MI Micro Area",64147,*****,58653,186,3187,243,187,60,248,77,0,23,492,138,1380,276,414,151,966,212
310M300US26980,26980,"Iowa City, IA Metro Area",166520,*****,141181,641,9430,389,335,114,9107,325,170,188,2606,646,3691,524,229,111,3462,526
310M300US27020,27020,"Iron Mountain, MI-WI Micro Area",30048,*****,29138,69,165,33,206,74,147,31,0,24,15,16,377,112,57,47,320,102
310M300US27060,27060,"Ithaca, NY Metro Area",104415,*****,83958,337,4182,365,247,82,10796,396,30,50,1160,241,4042,517,293,134,3749,516
310M300US27100,27100,"Jackson, MI Metro Area",158989,*****,139047,279,13207,443,566,124,1189,154,40,41,888,241,4052,514,291,110,3761,515
310M300US27140,27140,"Jackson, MS Metro Area",578565,*****,275924,714,284499,769,733,181,6514,270,134,111,5556,714,5205,725,549,204,4656,704
310M300US27160,27160,"Jackson, OH Micro Area",32624,*****,31602,105,267,84,0,24,35,34,23,44,21,35,676,126,70,84,606,97
310M300US27180,27180,"Jackson, TN Metro Area",129538,*****,84541,445,40011,353,117,74,1150,110,0,29,1485,370,2234,402,102,76,2132,401
310M300US27220,27220,"Jackson, WY-ID Micro Area",33699,*****,30293,664,166,168,112,136,517,235,0,24,2264,646,347,137,65,55,282,127
310M300US27260,27260,"Jacksonville, FL Metro Area",1447884,*****,1013357,2300,311616,1816,3324,510,55273,1436,1231,196,18528,2030,44555,2525,4995,846,39560,2509
310M300US27300,27300,"Jacksonville, IL Micro Area",39551,*****,36306,79,2161,177,102,42,247,35,8,10,51,32,676,168,67,58,609,157
310M300US27340,27340,"Jacksonville, NC Metro Area",192685,*****,143853,1080,27618,1066,973,292,4080,391,514,196,4201,861,11446,1462,1572,591,9874,1253
310M300US27380,27380,"Jacksonville, TX Micro Area",51594,*****,41907,457,7054,255,327,107,317,40,0,31,728,338,1261,459,381,296,880,270
310M300US27420,27420,"Jamestown, ND Micro Area",21058,*****,19709,94,235,45,309,105,118,36,19,30,162,83,506,143,147,112,359,121
